Unnamed: 0,age,workclass,fnlgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,label,predicted_score,predicted_label,type
4887,33,Federal-gov,159548,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.00082919124,0,TN
23112,20,Private,243178,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50K,0,5.411028e-07,0,TN
13931,46,Self-emp-not-inc,154083,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K,0,0.07698948,0,TN
8553,20,Private,211968,Assoc-voc,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,0,1.1326138e-07,0,TN
4289,23,Private,208598,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.00012391184,0,TN
9234,24,Private,185452,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0.0042815655,0,TN
3487,44,Private,54507,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,4.832241e-05,0,TN
26413,23,Private,45713,Some-college,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0.00020504638,0,TN
5728,46,Local-gov,109089,Prof-school,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1,0.8389137,1,TP
14255,68,,103161,HS-grad,Widowed,,Not-in-family,White,Male,0,0,32,United-States,<=50K,0,0.0016280636,0,TN
28091,34,Self-emp-not-inc,156890,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0,0.7667202,1,FP
21070,20,Private,161092,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,14,United-States,<=50K,0,6.9657886e-05,0,TN
1950,44,Self-emp-not-inc,483201,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0.6192826,1,FP
17434,51,Private,313146,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.06600992,0,TN
7144,29,Private,247151,11th,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0004637113,0,TN
12004,46,Private,113806,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,,>50K,1,0.9998791,1,TP
19253,17,,198797,11th,Never-married,,Own-child,White,Male,0,0,20,Peru,<=50K,0,1.7014451e-06,0,TN
4823,34,Private,424988,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,0.045464493,0,TN
28418,32,Federal-gov,402361,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0005915843,0,TN
13208,36,Federal-gov,51089,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,1,0.7408175,1,TP
5383,20,,41183,Some-college,Never-married,,Own-child,White,Female,0,0,30,United-States,<=50K,0,2.5664534e-07,0,TN
23553,53,Private,229465,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1,0.9442153,1,TP
18360,47,Private,198200,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.9916786,1,FP
1874,21,Private,126314,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K,0,1.2030201e-05,0,TN
31091,29,Self-emp-inc,31778,HS-grad,Separated,Prof-specialty,Other-relative,White,Male,0,0,25,United-States,<=50K,0,1.1088799e-05,0,TN
15839,25,Private,120238,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,Poland,>50K,1,0.97484607,1,TP
20204,18,Private,210574,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,5.4543824e-07,0,TN
23285,59,Self-emp-inc,103948,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,1,0.6291811,1,TP
31775,61,,101602,Doctorate,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,>50K,1,0.5488167,1,TP
12357,30,Private,164190,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.05961237,0,FN
9483,33,Private,104509,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0023324946,0,TN
22224,38,Local-gov,40955,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K,0,0.46236956,0,TN
24344,42,Private,42703,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0032601585,0,TN
6003,30,Private,154843,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.28470045,0,TN
31397,33,Self-emp-not-inc,361497,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.007551878,0,TN
19770,58,Private,94345,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0.6708438,1,FP
12405,18,,236090,HS-grad,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K,0,8.374367e-06,0,TN
17022,42,Private,252518,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,1,0.9999995,1,TP
30695,47,Private,102583,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K,1,0.6341158,1,TP
13463,42,Self-emp-not-inc,336513,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,60,United-States,>50K,1,0.9999665,1,TP
6355,36,Private,254493,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K,0,0.58531636,1,FP
9358,18,,97318,HS-grad,Never-married,,Own-child,White,Female,0,0,35,United-States,<=50K,0,1.9398601e-07,0,TN
13900,34,Private,375680,Assoc-acdm,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,<=50K,0,4.6806468e-05,0,TN
12330,59,Self-emp-not-inc,70623,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,85,United-States,<=50K,0,0.6704818,1,FP
12057,36,Private,183425,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0020494324,0,TN
30924,39,Private,252327,7th-8th,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,<=50K,0,2.256271e-06,0,TN
16132,47,Private,344916,Assoc-acdm,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,0.0036558756,0,TN
15107,42,Local-gov,125461,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,4650,0,35,United-States,<=50K,0,0.00017981406,0,TN
23497,60,State-gov,114060,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0,0.06127819,0,TN
1348,36,Private,153078,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,,>50K,1,0.5713693,1,TP
23485,37,Private,243409,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,0,0.10247775,0,TN
31558,36,Private,194905,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K,0,0.000559935,0,TN
21508,25,Private,295919,Assoc-acdm,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0010362822,0,TN
19908,32,Private,286675,Some-college,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0.0013483686,0,TN
4589,22,Private,127185,9th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1.3259531e-05,0,TN
9982,33,Private,409172,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,55,United-States,<=50K,0,0.5592093,1,FP
23105,57,Federal-gov,170066,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.028217653,0,TN
22845,57,Private,317847,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,2824,50,United-States,>50K,1,0.99959594,1,TP
2900,47,Private,573583,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Italy,>50K,1,0.007906023,0,FN
9586,43,Self-emp-not-inc,47261,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,0,0.015861006,0,TN
11930,26,Private,193165,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,>50K,1,0.017939929,0,FN
9672,37,State-gov,191841,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,8614,0,40,United-States,>50K,1,0.9989511,1,TP
19649,19,Private,188864,HS-grad,Never-married,Sales,Unmarried,Black,Female,0,0,20,United-States,<=50K,0,2.6167895e-08,0,TN
3494,25,Private,40915,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,1,0.0009330515,0,FN
11149,42,Private,94600,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,1,0.9999578,1,TP
30027,43,Private,178780,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K,1,0.4090752,0,FN
32241,45,State-gov,231013,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.08722819,0,TN
28461,25,Private,261519,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,0,7.402126e-06,0,TN
11136,46,Self-emp-not-inc,224108,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K,0,0.063100524,0,TN
24628,56,Self-emp-not-inc,176280,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.006361678,0,TN
20734,40,Private,47902,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0.3558441,0,TN
4831,56,Private,398067,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0049143075,0,TN
22195,48,Private,192161,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,<=50K,0,0.02221455,0,TN
28970,33,Private,181372,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K,1,0.9931045,1,TP
8666,29,Self-emp-not-inc,169544,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,United-States,>50K,1,0.999902,1,TP
13986,40,Private,95639,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,0.0007786538,0,TN
58,41,Private,147372,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K,0,0.035645343,0,TN
19391,30,Private,236861,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States,<=50K,0,0.0010011505,0,TN
12300,42,Local-gov,271521,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,United-States,>50K,1,0.9413614,1,TP
11674,42,Private,280167,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.924516,1,TP
12636,61,Private,149405,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,0,0.0071935803,0,TN
29152,20,Private,289405,Some-college,Never-married,Sales,Own-child,White,Male,0,1602,15,United-States,<=50K,0,3.5218928e-08,0,TN
2778,35,Private,26987,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.005300273,0,TN
675,22,Private,240817,HS-grad,Never-married,Sales,Own-child,White,Female,2597,0,40,United-States,<=50K,0,6.362331e-08,0,TN
10684,64,,239529,11th,Widowed,,Not-in-family,White,Female,3674,0,35,United-States,<=50K,0,2.2786194e-06,0,TN
27909,27,Private,219863,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.014609916,0,TN
2901,67,Self-emp-inc,106175,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,75,United-States,>50K,1,0.9990213,1,TP
20948,52,Self-emp-not-inc,189216,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K,0,0.005024515,0,TN
29550,30,Private,39150,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.013774432,0,TN
15549,52,Private,176134,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,<=50K,0,0.74615943,1,FP
8647,25,Private,282612,Assoc-voc,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.0012813092,0,TN
13659,42,Local-gov,143046,HS-grad,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.00045651649,0,TN
24018,52,Self-emp-not-inc,104501,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,>50K,1,0.659037,1,TP
15505,39,Private,225605,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States,<=50K,0,5.856423e-05,0,TN
28190,18,Private,434430,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,0,2.7636315e-05,0,TN
796,61,Private,128831,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.12307666,0,TN
19640,28,Self-emp-not-inc,51461,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0,0.00032564127,0,TN
24657,24,Private,283092,11th,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,35,Jamaica,<=50K,0,2.9308383e-06,0,TN
9026,38,Private,312771,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,0.7255122,1,TP
5077,35,Private,170797,Bachelors,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0026854964,0,TN
6337,46,Private,377401,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,70,Canada,>50K,1,0.99996173,1,TP
12398,43,Local-gov,241528,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0033584118,0,TN
12875,37,Private,241998,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K,1,0.99998176,1,TP
12329,22,Private,112164,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,,<=50K,0,1.0502385e-05,0,TN
22314,25,Local-gov,190107,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,1719,16,United-States,<=50K,0,1.6688227e-07,0,TN
20066,42,Private,202872,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,12,United-States,<=50K,0,0.018602792,0,TN
5736,28,Private,190367,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,0,0.028256472,0,TN
19624,18,Private,60981,10th,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,0,5.2031843e-05,0,TN
19004,21,Private,267040,10th,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,1.0239317e-05,0,TN
3925,45,Self-emp-inc,145697,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K,0,0.8799306,1,FP
14970,38,Private,187346,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.008716677,0,TN
26091,27,Private,230959,Bachelors,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,0,0.005142882,0,TN
3654,44,Private,59474,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1,0.004163183,0,FN
21788,20,Private,186830,HS-grad,Never-married,Transport-moving,Other-relative,Black,Male,0,0,45,United-States,<=50K,0,1.0418711e-06,0,TN
12759,43,Self-emp-not-inc,315971,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0028739637,0,TN
5540,50,Private,128378,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,55,,<=50K,0,0.024711562,0,TN
27785,62,Private,84756,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K,0,0.0009150347,0,TN
28925,61,Private,80896,HS-grad,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,45,United-States,>50K,1,0.047992546,0,FN
12375,70,Private,405362,7th-8th,Widowed,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K,0,2.8432166e-06,0,TN
19216,69,Private,229418,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.116682485,0,TN
14010,45,Private,160647,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,4687,0,35,United-States,>50K,1,0.6343412,1,TP
21359,29,Private,49087,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.015520731,0,TN
5682,55,Private,160662,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K,1,0.9987525,1,TP
26173,42,State-gov,74334,Masters,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K,1,0.3736296,0,FN
20063,22,Private,153516,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.026964607,0,TN
10637,45,Private,235646,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.8745556,1,TP
17968,43,Private,345789,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K,1,0.99999964,1,TP
4419,35,Private,341643,Bachelors,Never-married,Other-service,Other-relative,White,Male,0,0,50,United-States,<=50K,0,0.0035409147,0,TN
19478,36,Private,410489,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.12977274,0,TN
2514,29,Private,490332,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,1,0.01712058,0,FN
1118,58,Local-gov,205267,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,1,0.9184683,1,TP
11247,22,Private,152878,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.09641908,0,TN
32539,71,,287372,Doctorate,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,>50K,1,0.87314427,1,TP
29882,34,Private,286675,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.04433059,0,TN
29551,33,Private,288840,HS-grad,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K,0,2.098776e-05,0,TN
5808,76,,211574,10th,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K,0,0.0022181505,0,TN
5309,41,Private,70037,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,3004,60,,>50K,1,0.5007976,0,FN
29238,41,Private,187802,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.004588529,0,TN
8958,32,Self-emp-not-inc,70985,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,4064,0,40,United-States,<=50K,0,0.00025830226,0,TN
18014,36,Private,220585,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,0.7738517,1,TP
15343,46,Private,144351,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.97069585,1,TP
10631,20,Private,94057,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,0,1.1868315e-06,0,TN
17161,19,Private,271446,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,0,6.791773e-06,0,TN
18695,45,Private,197240,12th,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K,1,0.99999845,1,TP
8926,73,Private,333676,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,0,0.012210318,0,TN
16193,22,Private,174975,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,0,0,36,United-States,<=50K,0,3.6559475e-05,0,TN
10642,18,Private,469921,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,0,8.861739e-05,0,TN
28485,30,Private,203488,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K,0,0.0022928885,0,TN
9737,24,Private,261561,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.00027611814,0,TN
19371,22,Private,107882,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,<=50K,0,9.7952456e-05,0,TN
29710,67,,201657,Bachelors,Divorced,,Not-in-family,White,Female,0,0,60,United-States,<=50K,0,0.011272581,0,TN
32119,46,Private,165138,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,1,0.13642782,0,FN
28788,45,Private,184277,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,>50K,1,0.010033249,0,FN
29181,67,Self-emp-inc,111321,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K,0,0.95712346,1,FP
17484,38,Private,91857,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K,0,0.73991483,1,FP
13156,34,Private,346275,11th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,<=50K,0,8.782969e-05,0,TN
9485,33,Private,252168,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0,0.205221,0,TN
3954,40,Private,163985,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K,0,0.058667574,0,TN
24870,35,Private,198202,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,54,United-States,<=50K,0,0.014372801,0,TN
22105,18,State-gov,30687,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K,0,2.1758713e-05,0,TN
6325,48,Private,102112,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1,0.35500538,0,FN
26287,74,,169303,HS-grad,Married-civ-spouse,,Husband,White,Male,6767,0,6,United-States,<=50K,0,0.06155499,0,TN
26547,58,Private,256274,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0050903116,0,TN
28115,30,State-gov,343789,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1,0.05426507,0,FN
20141,26,Private,306513,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.0016721133,0,TN
7190,46,Private,239439,HS-grad,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,0,3.3911732e-05,0,TN
30428,45,Self-emp-inc,188330,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,0,0.95259905,1,FP
22950,20,Private,215232,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,10,United-States,<=50K,0,5.0155386e-06,0,TN
5103,54,Self-emp-not-inc,212165,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0,0.037770875,0,TN
13933,23,,226891,HS-grad,Never-married,,Other-relative,Asian-Pac-Islander,Female,0,0,20,South,<=50K,0,4.171636e-08,0,TN
26127,19,,60688,Some-college,Never-married,,Own-child,White,Male,0,0,35,United-States,<=50K,0,3.8090246e-05,0,TN
23249,37,Local-gov,191364,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,France,>50K,1,0.26500338,0,FN
4389,32,Self-emp-inc,46807,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,>50K,1,0.9990746,1,TP
16230,27,Private,180553,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.00010347857,0,TN
24171,50,Private,128798,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,1,0.5119152,0,FN
11509,74,Private,183701,10th,Widowed,Other-service,Not-in-family,Black,Female,0,0,6,United-States,<=50K,0,2.0156156e-06,0,TN
5426,39,Private,231491,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,0,2.2776549e-05,0,TN
9702,26,State-gov,272986,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,0,0,8,United-States,<=50K,0,1.2365398e-06,0,TN
1296,21,Private,236696,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,57,United-States,<=50K,0,0.0020274036,0,TN
6602,62,Private,200922,7th-8th,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1.293079e-06,0,TN
16483,31,Private,152156,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,0.16418462,0,TN
3251,23,Private,145651,Some-college,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,0,2.8221184e-06,0,TN
9757,29,Private,86613,1st-4th,Never-married,Other-service,Not-in-family,White,Male,0,0,20,El-Salvador,<=50K,0,3.3235963e-05,0,TN
2767,41,Private,443508,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Canada,>50K,1,0.034119915,0,FN
21273,28,Private,129460,10th,Widowed,Adm-clerical,Unmarried,White,Female,0,2238,35,United-States,<=50K,0,0.01298133,0,TN
19769,49,Private,240841,7th-8th,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,0,1.8868727e-06,0,TN
29845,38,Private,252947,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,0,0.06577518,0,TN
20050,32,Local-gov,177566,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,50,Germany,<=50K,0,0.014657284,0,TN
26939,50,Private,117295,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.26062208,0,TN
1624,31,Private,175548,HS-grad,Never-married,Other-service,Not-in-family,Other,Female,0,0,35,United-States,<=50K,0,6.4651454e-06,0,TN
27323,52,Private,89054,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.32872245,0,TN
29458,39,Private,167777,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,0,0.019435095,0,TN
29234,24,Private,259510,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,30,United-States,<=50K,0,0.000120869474,0,TN
8898,42,Self-emp-inc,96509,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Taiwan,<=50K,0,0.30109146,0,TN
11417,24,Private,37072,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0011203571,0,TN
